Type;Niv;Demi;Type-Niv-Demi
R-;48;3;R-48_3
R-;48;2;R-48_2
R-;48;1;R-48_1
R-;48;0;R-48_0
R-;49;9;R-49_9
R-;49;8;R-49_8
R-;49;7;R-49_7
R-;49;6;R-49_6
R-;49;5;R-49_5
R-;49;4;R-49_4
R-;49;3;R-49_3
R-;49;2;R-49_2
R-;49;1;R-49_1
R-;49;0;R-49_0
R-;50;9;R-50_9
R-;50;8;R-50_8
R-;50;7;R-50_7
R-;50;6;R-50_6
R-;50;5;R-50_5
R-;50;4;R-50_4
R-;50;3;R-50_3
R-;50;2;R-50_2
R-;50;1;R-50_1
R-;50;0;R-50_0
R-;51;9;R-51_9
R-;51;8;R-51_8
R-;51;7;R-51_7
R-;51;6;R-51_6
R-;51;5;R-51_5
R-;51;4;R-51_4
R-;51;3;R-51_3
R-;51;2;R-51_2
R-;51;1;R-51_1
R-;51;0;R-51_0
R-;52;9;R-52_9
R-;52;8;R-52_8
R-;52;7;R-52_7
R-;52;6;R-52_6
R-;52;5;R-52_5
R-;52;4;R-52_4
R-;52;3;R-52_3
R-;52;2;R-52_2
R-;52;1;R-52_1
R-;52;0;R-52_0
R-;53;9;R-53_9
R-;53;8;R-53_8
R-;53;7;R-53_7
R-;53;6;R-53_6
R-;53;5;R-53_5
R-;53;4;R-53_4
R-;53;3;R-53_3
R-;53;2;R-53_2
R-;53;1;R-53_1
R-;53;0;R-53_0
R-;54;9;R-54_9
R-;54;8;R-54_8
R-;54;7;R-54_7
R-;54;6;R-54_6
R-;54;5;R-54_5
R-;54;4;R-54_4
R-;54;3;R-54_3
R-;54;2;R-54_2
R-;54;1;R-54_1
R-;54;0;R-54_0
R-;55;9;R-55_9
R-;55;8;R-55_8
R-;55;7;R-55_7
R-;55;6;R-55_6
R-;55;5;R-55_5
R-;55;4;R-55_4
R-;55;3;R-55_3
R-;55;2;R-55_2
R-;55;1;R-55_1
R-;55;0;R-55_0
R-;56;9;R-56_9
R-;56;8;R-56_8
R-;56;7;R-56_7
R-;56;6;R-56_6
R-;56;5;R-56_5
R-;56;4;R-56_4
R-;56;3;R-56_3
R-;56;2;R-56_2
R-;56;1;R-56_1
R-;56;0;R-56_0
R-;57;9;R-57_9
R-;57;8;R-57_8
R-;57;7;R-57_7
R-;57;6;R-57_6
R-;57;5;R-57_5
R-;57;4;R-57_4
R-;57;3;R-57_3
R-;57;2;R-57_2
R-;57;1;R-57_1
R-;57;0;R-57_0
R-;58;9;R-58_9
R-;58;8;R-58_8
R-;58;7;R-58_7
R-;58;6;R-58_6
R-;58;5;R-58_5
R-;58;4;R-58_4
R-;58;3;R-58_3
R-;58;2;R-58_2
R-;58;1;R-58_1
R-;58;0;R-58_0
R-;59;9;R-59_9
R-;59;8;R-59_8
R-;59;7;R-59_7
R-;59;6;R-59_6
R-;59;5;R-59_5
R-;59;4;R-59_4
R-;59;3;R-59_3
R-;59;2;R-59_2
R-;59;1;R-59_1
R-;59;0;R-59_0
R-;60;9;R-60_9
R-;60;8;R-60_8
R-;60;7;R-60_7
R-;60;6;R-60_6
R-;60;5;R-60_5
R-;60;4;R-60_4
R-;60;3;R-60_3
R-;60;2;R-60_2
R-;60;1;R-60_1
R-;60;0;R-60_0
R-;61;9;R-61_9
R-;61;8;R-61_8
R-;61;7;R-61_7
R-;61;6;R-61_6
R-;61;5;R-61_5
R-;61;4;R-61_4
R-;61;3;R-61_3
R-;61;2;R-61_2
R-;61;1;R-61_1
R-;61;0;R-61_0
R-;62;9;R-62_9
R-;62;8;R-62_8
R-;62;7;R-62_7
R-;62;6;R-62_6
R-;62;5;R-62_5
R-;62;4;R-62_4
R-;62;3;R-62_3
R-;62;2;R-62_2
R-;62;1;R-62_1
R-;62;0;R-62_0
R-;63;9;R-63_9
R-;63;8;R-63_8
R-;63;7;R-63_7
R-;63;6;R-63_6
R-;63;5;R-63_5
R-;63;4;R-63_4
R-;63;3;R-63_3
R-;63;2;R-63_2
R-;63;1;R-63_1
R-;63;0;R-63_0
R-;64;9;R-64_9
R-;64;8;R-64_8
R-;64;7;R-64_7
R-;64;6;R-64_6
R-;64;5;R-64_5
R-;64;4;R-64_4
R-;64;3;R-64_3
R-;64;2;R-64_2
R-;64;1;R-64_1
R-;64;0;R-64_0
R-;65;9;R-65_9
R-;65;8;R-65_8
R-;65;7;R-65_7
R-;65;6;R-65_6
R-;65;5;R-65_5
R-;65;4;R-65_4
R-;65;3;R-65_3
R-;65;2;R-65_2
R-;65;1;R-65_1
R-;65;0;R-65_0
R-;66;9;R-66_9
R-;66;8;R-66_8
R-;66;7;R-66_7
R-;66;6;R-66_6
R-;66;5;R-66_5
R-;66;4;R-66_4
R-;66;3;R-66_3
R-;66;2;R-66_2
R-;66;1;R-66_1
R-;66;0;R-66_0
R-;67;9;R-67_9
R-;67;8;R-67_8
R-;67;7;R-67_7
R-;67;6;R-67_6
R-;67;5;R-67_5
R-;67;4;R-67_4
R-;67;3;R-67_3
R-;67;2;R-67_2
R-;67;1;R-67_1
R-;67;0;R-67_0
R-;68;9;R-68_9
R-;68;8;R-68_8
R-;68;7;R-68_7
R-;68;6;R-68_6
R-;68;5;R-68_5
R-;68;4;R-68_4
R-;68;3;R-68_3
R-;68;2;R-68_2
R-;68;1;R-68_1
R-;68;0;R-68_0
R-;69;9;R-69_9
R-;69;8;R-69_8
R-;69;7;R-69_7
R-;69;6;R-69_6
R-;69;5;R-69_5
R-;69;4;R-69_4
R-;69;3;R-69_3
R-;69;2;R-69_2
R-;69;1;R-69_1
R-;69;0;R-69_0
R-;70;9;R-70_9
R-;70;8;R-70_8
R-;70;7;R-70_7
R-;70;6;R-70_6
R-;70;5;R-70_5
R-;70;4;R-70_4
R-;70;3;R-70_3
R-;70;2;R-70_2
R-;70;1;R-70_1
R-;70;0;R-70_0
R-;71;9;R-71_9
R-;71;8;R-71_8
R-;71;7;R-71_7
R-;71;6;R-71_6
R-;71;5;R-71_5
R-;71;4;R-71_4
R-;71;3;R-71_3
R-;71;2;R-71_2
R-;71;1;R-71_1
R-;71;0;R-71_0
R-;72;9;R-72_9
R-;72;8;R-72_8
R-;72;7;R-72_7
R-;72;6;R-72_6
R-;72;5;R-72_5
R-;72;4;R-72_4
R-;72;3;R-72_3
R-;72;2;R-72_2
R-;72;1;R-72_1
R-;72;0;R-72_0
R-;73;9;R-73_9
R-;73;8;R-73_8
R-;73;7;R-73_7
R-;73;6;R-73_6
R-;73;5;R-73_5
R-;73;4;R-73_4
R-;73;3;R-73_3
R-;73;2;R-73_2
R-;73;1;R-73_1
R-;73;0;R-73_0
R-;74;9;R-74_9
R-;74;8;R-74_8
R-;74;7;R-74_7
R-;74;6;R-74_6
R-;74;5;R-74_5
R-;74;4;R-74_4
R-;74;3;R-74_3
R-;74;2;R-74_2
R-;74;1;R-74_1
R-;74;0;R-74_0
R-;75;9;R-75_9
R-;75;8;R-75_8
R-;75;7;R-75_7
R-;75;6;R-75_6
R-;75;5;R-75_5
R-;75;4;R-75_4
R-;75;3;R-75_3
R-;75;2;R-75_2
R-;75;1;R-75_1
R-;75;0;R-75_0
R-;76;9;R-76_9
R-;76;8;R-76_8
R-;76;7;R-76_7
R-;76;6;R-76_6
R-;76;5;R-76_5
R-;76;4;R-76_4
R-;76;3;R-76_3
R-;76;2;R-76_2
R-;76;1;R-76_1
R-;76;0;R-76_0
R-;77;9;R-77_9
R-;77;8;R-77_8
R-;77;7;R-77_7
R-;77;6;R-77_6
R-;77;5;R-77_5
R-;77;4;R-77_4
R-;77;3;R-77_3
R-;77;2;R-77_2
R-;77;1;R-77_1
R-;77;0;R-77_0
R-;78;9;R-78_9
R-;78;8;R-78_8
R-;78;7;R-78_7
R-;78;6;R-78_6
R-;78;5;R-78_5
R-;78;4;R-78_4
R-;78;3;R-78_3
R-;78;2;R-78_2
R-;78;1;R-78_1
R-;78;0;R-78_0
R-;79;9;R-79_9
R-;79;8;R-79_8
R-;79;7;R-79_7
R-;79;6;R-79_6
R-;79;5;R-79_5
R-;79;4;R-79_4
R-;79;3;R-79_3
R-;79;2;R-79_2
R-;79;1;R-79_1
R-;79;0;R-79_0
R-;80;9;R-80_9
R-;80;8;R-80_8
R-;80;7;R-80_7
R-;80;6;R-80_6
R-;80;5;R-80_5
R-;80;4;R-80_4
R-;80;3;R-80_3
R-;80;2;R-80_2
R-;80;1;R-80_1
R-;80;0;R-80_0
R-;81;9;R-81_9
R-;81;8;R-81_8
R-;81;7;R-81_7
R-;81;6;R-81_6
R-;81;5;R-81_5
R-;81;4;R-81_4
R-;81;3;R-81_3
R-;81;2;R-81_2
R-;81;1;R-81_1
R-;81;0;R-81_0
R-;82;9;R-82_9
R-;82;8;R-82_8
R-;82;7;R-82_7
R-;82;6;R-82_6
R-;82;5;R-82_5
R-;82;4;R-82_4
R-;82;3;R-82_3
R-;82;2;R-82_2
R-;82;1;R-82_1
R-;82;0;R-82_0
R-;83;9;R-83_9
R-;83;8;R-83_8
R-;83;7;R-83_7
R-;83;6;R-83_6
R-;83;5;R-83_5
R-;83;4;R-83_4
R-;83;3;R-83_3
R-;83;2;R-83_2
R-;83;1;R-83_1
R-;83;0;R-83_0
R-;84;9;R-84_9
R-;84;8;R-84_8
R-;84;7;R-84_7
R-;84;6;R-84_6
R-;84;5;R-84_5
R-;84;4;R-84_4
R-;84;3;R-84_3
R-;84;2;R-84_2
R-;84;1;R-84_1
R-;84;0;R-84_0
R-;85;9;R-85_9
R-;85;8;R-85_8
R-;85;7;R-85_7
R-;85;6;R-85_6
R-;85;5;R-85_5
R-;85;4;R-85_4
R-;85;3;R-85_3
R-;85;2;R-85_2
R-;85;1;R-85_1
R-;85;0;R-85_0
R-;86;9;R-86_9
R-;86;8;R-86_8
R-;86;7;R-86_7
R-;86;6;R-86_6
R-;86;5;R-86_5
R-;86;4;R-86_4
R-;86;3;R-86_3
R-;86;2;R-86_2
R-;86;1;R-86_1
R-;86;0;R-86_0
R-;87;9;R-87_9
R-;87;8;R-87_8
R-;87;7;R-87_7
R-;87;6;R-87_6
R-;87;5;R-87_5
R-;87;4;R-87_4
R-;87;3;R-87_3
R-;87;2;R-87_2
R-;87;1;R-87_1
R-;87;0;R-87_0
R-;88;9;R-88_9
R-;88;8;R-88_8
R-;88;7;R-88_7
R-;88;6;R-88_6
R-;88;5;R-88_5
R-;88;4;R-88_4
R-;88;3;R-88_3
R-;88;2;R-88_2
R-;88;1;R-88_1
R-;88;0;R-88_0
R-;89;9;R-89_9
R-;89;8;R-89_8
R-;89;7;R-89_7
R-;89;6;R-89_6
R-;89;5;R-89_5
R-;89;4;R-89_4
R-;89;3;R-89_3
R-;89;2;R-89_2
R-;89;1;R-89_1
R-;89;0;R-89_0
R-;90;9;R-90_9
R-;90;8;R-90_8
R-;90;7;R-90_7
R-;90;6;R-90_6
R-;90;5;R-90_5
R-;90;4;R-90_4
R-;90;3;R-90_3
R-;90;2;R-90_2
R-;90;1;R-90_1
R-;90;0;R-90_0
R-;91;9;R-91_9
R-;91;8;R-91_8
R-;91;7;R-91_7
R-;91;6;R-91_6
R-;91;5;R-91_5
R-;91;4;R-91_4
R-;91;3;R-91_3
R-;91;2;R-91_2
R-;91;1;R-91_1
R-;91;0;R-91_0
R-;92;9;R-92_9
R-;92;8;R-92_8
R-;92;7;R-92_7
R-;92;6;R-92_6
R-;92;5;R-92_5
R-;92;4;R-92_4
R-;92;3;R-92_3
R-;92;2;R-92_2
R-;92;1;R-92_1
R-;92;0;R-92_0
R-;93;9;R-93_9
R-;93;8;R-93_8
R-;93;7;R-93_7
R-;93;6;R-93_6
R-;93;5;R-93_5
R-;93;4;R-93_4
R-;93;3;R-93_3
R-;93;2;R-93_2
R-;93;1;R-93_1
R-;93;0;R-93_0
R-;94;9;R-94_9
R-;94;8;R-94_8
R-;94;7;R-94_7
R-;94;6;R-94_6
R-;94;5;R-94_5
R-;94;4;R-94_4
R-;94;3;R-94_3
R-;94;2;R-94_2
R-;94;1;R-94_1
R-;94;0;R-94_0
R-;95;9;R-95_9
R-;95;8;R-95_8
R-;95;7;R-95_7
R-;95;6;R-95_6
R-;95;5;R-95_5
R-;95;4;R-95_4
R-;95;3;R-95_3
R-;95;2;R-95_2
R-;95;1;R-95_1
R-;95;0;R-95_0
R-;96;9;R-96_9
R-;96;8;R-96_8
R-;96;7;R-96_7
R-;96;6;R-96_6
R-;96;5;R-96_5
R-;96;4;R-96_4
R-;96;3;R-96_3
R-;96;2;R-96_2
R-;96;1;R-96_1
R-;96;0;R-96_0
R-;97;9;R-97_9
R-;97;8;R-97_8
R-;97;7;R-97_7
R-;97;6;R-97_6
R-;97;5;R-97_5
R-;97;4;R-97_4
R-;97;3;R-97_3
R-;97;2;R-97_2
R-;97;1;R-97_1
R-;97;0;R-97_0
R-;98;9;R-98_9
R-;98;8;R-98_8
R-;98;7;R-98_7
R-;98;6;R-98_6
R-;98;5;R-98_5
R-;98;4;R-98_4
R-;98;3;R-98_3
R-;98;2;R-98_2
R-;98;1;R-98_1
R-;98;0;R-98_0
R-;99;9;R-99_9
R-;99;8;R-99_8
R-;99;7;R-99_7
R-;99;6;R-99_6
R-;99;5;R-99_5
R-;99;4;R-99_4
R-;99;3;R-99_3
R-;99;2;R-99_2
R-;99;1;R-99_1
R-;99;0;R-99_0
F-;1;0;F-01_0
F-;2;0;F-02_0
F-;3;0;F-03_0
F-;4;0;F-04_0
F-;5;0;F-05_0
F-;6;0;F-06_0
F-;7;0;F-07_0
F-;8;0;F-08_0
F-;9;0;F-09_0
F-;10;0;F-10_0
F-;11;0;F-11_0
F-;12;0;F-12_0
F-;13;0;F-13_0
F-;14;0;F-14_0
F-;15;0;F-15_0
F-;16;0;F-16_0
F-;17;0;F-17_0
F-;18;0;F-18_0
F-;19;0;F-19_0
F-;20;0;F-20_0
F-;21;0;F-21_0
F-;22;0;F-22_0
F-;23;0;F-23_0
F-;24;0;F-24_0
F-;25;0;F-25_0
F-;26;0;F-26_0
F-;27;0;F-27_0
F-;28;0;F-28_0
F-;29;0;F-29_0
F-;30;0;F-30_0
F-;31;0;F-31_0
F-;32;0;F-32_0
F-;33;0;F-33_0
F-;34;0;F-34_0
F-;35;0;F-35_0
F-;36;0;F-36_0
F-;37;0;F-37_0
F-;38;0;F-38_0
F-;39;0;F-39_0
F-;40;0;F-40_0
F-;41;0;F-41_0
F-;42;0;F-42_0
F-;43;0;F-43_0
F-;44;0;F-44_0
F-;45;0;F-45_0
F-;46;0;F-46_0
F-;47;0;F-47_0
F-;48;0;F-48_0
F-;49;0;F-49_0
F-;50;0;F-50_0
F-;51;0;F-51_0
F-;52;0;F-52_0
F-;53;0;F-53_0
F-;54;0;F-54_0
F-;55;0;F-55_0
F-;56;0;F-56_0
F-;57;0;F-57_0
F-;58;0;F-58_0
F-;59;0;F-59_0
F-;60;0;F-60_0
F-;61;0;F-61_0
F-;62;0;F-62_0
F-;63;0;F-63_0
F-;64;0;F-64_0
F-;65;0;F-65_0
F-;66;0;F-66_0
F-;67;0;F-67_0
F-;68;0;F-68_0
F-;69;0;F-69_0
F-;70;0;F-70_0
F-;71;0;F-71_0
F-;72;0;F-72_0
F-;73;0;F-73_0
F-;74;0;F-74_0
F-;75;0;F-75_0
F-;76;0;F-76_0
F-;77;0;F-77_0
F-;78;0;F-78_0
F-;79;0;F-79_0
F-;80;0;F-80_0
F-;81;0;F-81_0
F-;82;0;F-82_0
F-;83;0;F-83_0
F-;84;0;F-84_0
F-;85;0;F-85_0
F-;86;0;F-86_0
F-;87;0;F-87_0
F-;88;0;F-88_0
F-;89;0;F-89_0
F-;90;0;F-90_0
F-;91;0;F-91_0
F-;92;0;F-92_0
F-;93;0;F-93_0
F-;94;0;F-94_0
F-;95;0;F-95_0
F-;96;0;F-96_0
F-;97;0;F-97_0
F-;98;0;F-98_0
F-;99;0;F-99_0
F-;0;0;F-00_0
